parkinglot_id,parkinglot_name,latitude,longitude,parkinglot_div,parkinglot_type,parkinglot_num,parkinglot_cost,parkinglot_add,parkinglot_time
11819,신월동 13-60번지,35.2303556,128.6942106,공영,노외,28,무료,경상남도 창원시 의창구 신월동 13-60,연중 무휴
11820,천선동 1155-18 임시 공영주차장,35.1867227,128.6941065,공영,노외,25,무료,경상남도 창원시 성산구 천선동 1155-18,연중 무휴
11821,경화동경일빌라 근처주차장(아침시장길),35.158253,128.69396,공영,노외,22,무료,경상남도 창원시 진해구 경화동 633,연중 무휴
11822,병암동공영주차장(한림아파트옆),35.1576664,128.6939529,공영,노외,10,무료,"""경상남도 창원시 진해구 이동 505-3,석동604-3""",연중 무휴
11823,신월동 12-69번지,35.2315258,128.6936268,공영,노외,28,무료,경상남도 창원시 의창구 신월동 12-69,연중 무휴
11824,기업사랑공원 공영주차장,35.2058753,128.6934215,공영,노외,16,무료,경상남도 창원시 성산구 가음동 30,연중 무휴
11825,성주사역주차장,35.1889031,128.69333,공영,노외,98,유료,경상남도 창원시 성산구 성주동 521,연중 무휴
11826,신월동 2-7번지,35.2333251,128.6930039,공영,노외,15,무료,경상남도 창원시 의창구 신월동 2-7,연중 무휴
11827,신월동 12-157번지,35.2307667,128.6929595,공영,노외,17,무료,경상남도 창원시 의창구 신월동 12-157,연중 무휴
11828,중앙여고옆 임시 공영주차장,35.2140697,128.6928355,공영,노외,26,무료,경상남도 창원시 성산구 상남동 45-5,연중 무휴
11829,신월동 12-104번지,35.2311501,128.6925211,공영,노외,20,무료,경상남도 창원시 의창구 신월동 12-104,연중 무휴
11830,안민동 124 임시 공영주차장,35.186123,128.6924159,공영,노외,42,무료,경상남도 창원시 성산구 안민동 124,연중 무휴
11831,토월 주차장,35.2286703,128.692288,민영,노외,9,유료,경상남도 창원시 의창구 신월동 32-26,연중 무휴
11832,옥포로 공영유료주차장,34.8900591,128.6921901,공영,노상,46,유료,경상남도 거제시 옥포동 568,연중 무휴
11833,경화시장공영주차장,35.1541854,128.6915504,공영,노외,86,무료,경상남도 창원시 진해구 경화동 965-19,연중 무휴
11834,옥포대첩로 공영유료주차장,34.8937193,128.6914372,공영,노상,77,유료,경상남도 거제시 옥포동565,연중 무휴
11835,신월동 35-21,35.2296882,128.6912826,공영,노외,13,무료,경상남도 창원시 의창구 신월동 35-21,연중 무휴
11836,천선동 쓰레기 매립장 입구 임시공영주차장,35.1717316,128.6908986,공영,노외,10,무료,경상남도 창원시 성산구 안민동 산 144-4,연중 무휴
11837,안민동 산144-7 임시공영주차장,35.1717316,128.6908986,공영,노외,8,무료,경상남도 창원시 성산구 안민동 산 144-7,연중 무휴
11838,이동체육공원옆주차장,35.1513853,128.6906443,공영,노외,10,무료,경상남도 창원시 진해구 이동 552-4,연중 무휴
11839,경화시장로공영주차장,35.1541022,128.6904817,공영,노외,43,무료,경상남도 창원시 진해구 경화동 973-4,연중 무휴
11840,아사천공영주차장,36.357447,128.690354,공영,노외,129,무료,경상북도 의성군 중앙길 57,연중 무휴
11841,성원 주차장,35.2788587,128.6903411,민영,노외,8,유료,경상남도 창원시 의창구 동읍 용잠리 229-3,연중 무휴
11842,장미공원 공영주차장,35.2074414,128.6900412,공영,노외,94,무료,경상남도 창원시 성산구 가음동 31,연중 무휴
11843,가음동 체육공원 공영주차장,35.2074414,128.6900412,공영,노외,76,무료,경상남도 창원시 성산구 가음동 31,연중 무휴
11844,퇴촌동 186-1,35.2427923,128.6898962,공영,노외,72,무료,경상남도 창원시 의창구 퇴촌동 186-1,연중 무휴
11845,병암동공영주차장,35.1564745,128.6897335,공영,노외,6,무료,경상남도 창원시 진해구 경화동 940-2,연중 무휴
11846,안민동 237 공영주차장,35.1874192,128.689728,공영,노외,37,무료,경상남도 창원시 성산구 안민동 237,연중 무휴
11847,병암동사무소공영주차장,35.1549718,128.6895781,공영,노외,15,무료,경상남도 창원시 진해구 경화동 242,연중 무휴
11848,"""신월동 101-2,3번지""",35.2338109,128.6895656,공영,노외,143,무료,경상남도 창원시 의창구 신월동 101-2,연중 무휴
11849,병암동공영주차장(소망탕옆),35.1552696,128.6892173,공영,노외,10,무료,"""경상남도 창원시 진해구 경화동 412,경화429""",연중 무휴
11850,안민동 예비군훈련장 임시주차장,35.1862962,128.6890937,공영,노외,80,무료,경상남도 창원시 성산구 안민동 산92-6,연중 무휴
11851,경화동226번지 인근,35.1546076,128.6889604,공영,노외,24,무료,경상남도 창원시 진해구 경화동 226,연중 무휴
11852,병암동공영주차장(소망탕옆-보수),35.1554038,128.6889067,공영,노외,6,무료,경상남도 창원시 진해구 경화동 435,연중 무휴
11853,병암동공영주차장(931-1),35.1563432,128.688885,공영,노외,10,무료,경상남도 창원시 진해구 경화동 931-1,연중 무휴
11854,조동7리 (용화동) 주차장,37.21388343,128.6887831,공영,노외,16,무료,강원도 정선군 신동읍 조동리 14-24,연중 무휴
11855,조동7리 (용화동) 주차장,37.21388343,128.6887831,공영,노외,16,무료,강원도 정선군 신동읍 조동리 14-24,연중 무휴
11856,병암동공영주차장,35.1561204,128.6887525,공영,노외,5,무료,경상남도 창원시 진해구 경화동 930-2,연중 무휴
11857,동읍 용잠리 1153-1,35.2814255,128.6886181,공영,노외,112,무료,경상남도 창원시 의창구 동읍 용잠리 1153-1,연중 무휴
11858,중심업무지구,35.230757,128.6884005,공영,노상,361,유료,경상남도 창원시 의창구 신월동 501-39,연중 무휴
11859,시민생활체육관 뒤 주차장,35.2216776,128.6874506,공영,노외,355,유료,경상남도 창원시 성산구 상남동 43-1,연중 무휴
11860,신월동 98(용지공원 내),35.2301785,128.6871032,공영,노외,41,무료,경상남도 창원시 의창구 신월동 98,연중 무휴
11861,경화공영주차장(경화주공옆),35.159728,128.687063,공영,노외,55,무료,"""경상남도 창원시 진해구 경화동 864-3,경화동 864-40""",연중 무휴
11862,경화동606번지 근처주차장(아침시장길),35.157893,128.687005,공영,노외,23,무료,경상남도 창원시 진해구 경화동 606,연중 무휴
11863,진희로공영주차장(경화주공옆),35.159382,128.686993,공영,노외,12,무료,경상남도 창원시 진해구 경화동 864-8,연중 무휴
11864,경화동사무소주차장,35.156243,128.686933,공영,노외,12,무료,경상남도 창원시 진해구 경화동 106-1,연중 무휴
11865,진희로공영주차장(경화주공옆),35.160378,128.686906,공영,노외,34,무료,경상남도 창원시 진해구 경화동 862-4,연중 무휴
11866,언양각 식당 주차장,35.2363043,128.6867369,민영,노외,7,유료,경상남도 창원시 의창구 용호동 12-7,연중 무휴
11867,경화공영주차장(동사무소옆),35.156465,128.686012,공영,노외,25,무료,경상남도 창원시 진해구 경화동 134-1,연중 무휴
11868,삼원회관 옆 주차장,35.2228734,128.6857789,공영,노외,28,유료,경상남도 창원시 성산구 상남동 12-2,연중 무휴
11869,경화동371번지 근처주차장(아침시장길),35.156942,128.685588,공영,노외,22,무료,경상남도 창원시 진해구 경화동 1765-6,연중 무휴
11870,경화동불종거리주차장(아침시장길),35.156942,128.685588,공영,노외,45,무료,경상남도 창원시 진해구 경화동 1765-6,연중 무휴
11871,경화동312번지 근처주차장(아침시장길),35.156048,128.6851,공영,노외,24,무료,경상남도 창원시 진해구 경화동 312,연중 무휴
11872,상남동 93-2 임시 공영주차장,35.2170206,128.6848202,공영,노외,20,무료,경상남도 창원시 성산구 상남동 93-2,연중 무휴
11873,조천북로154번길 주차장,35.1589877,128.6846902,공영,노외,7,무료,경상남도 창원시 진해구 경화동 836-83,연중 무휴
11874,진해루공영주차장,35.147348,128.684664,공영,노외,64,무료,경상남도 창원시 진해구 경화동 1007-14,연중 무휴
11875,상남동 94-2 임시 공영주차장,35.2172497,128.6844629,공영,노외,53,무료,경상남도 창원시 성산구 상남동 94-2,연중 무휴
11876,경화공영주차장(옥포상가근처),35.158817,128.684456,공영,노외,45,무료,"""경상남도 창원시 진해구 경화동 1138-5,경화1181-78""",연중 무휴
11877,롯데메디컬 앞 주차장,35.2237005,128.684092,공영,노외,97,유료,경상남도 창원시 성산구 상남동 13-1,연중 무휴
11878,상남동 58-2 임시 공영주차장,35.2164426,128.6834039,공영,노외,11,무료,경상남도 창원시 성산구 상남동 58-2,연중 무휴
11879,시청뒷길,35.2296091,128.6833426,공영,노상,65,유료,경상남도 창원시 의창구 용호동 2,연중 무휴
11880,성주동 519-1 노상주차장,35.1930164,128.6830012,공영,노상,80,무료,경상남도 창원시 성산구 성주동 519-1,연중 무휴
11881,경화동공영주차장,35.1548577,128.6829972,공영,노외,16,무료,경상남도 창원시 진해구 경화동 1165-21,연중 무휴
11882,경화동공영주차장,35.155827,128.682972,공영,노외,8,무료,경상남도 창원시 진해구 경화동 1167-3,연중 무휴
11883,토월로 노상주차장,35.2175,128.6826021,공영,노상,24,무료,경상남도 창원시 성산구 상남동 98-4,연중 무휴
11884,사림동 36-3번지,35.2421492,128.6824594,공영,노외,12,무료,경상남도 창원시 의창구 사림동 36-3,연중 무휴
11885,경화역근처공영주차장,35.160839,128.68236,공영,노외,12,무료,경상남도 창원시 진해구 경화동 1175-1,연중 무휴
11886,사림민원센터 앞 복개부,35.2424279,128.6820892,공영,노외,13,무료,경상남도 창원시 의창구 사림동 36-1,연중 무휴
11887,삼정아파트뒤주차장,35.1622199,128.6819852,공영,노외,12,무료,경상남도 창원시 진해구 경화동 1357-114,연중 무휴
11888,상남 제1 노외주차장,35.2188051,128.6818288,공영,노외,55,유료,경상남도 창원시 성산구 상남동 38-2,연중 무휴
11889,대산면 갈전리 585번지,35.3635182,128.6817366,공영,노외,13,무료,경상남도 창원시 의창구 대산면 갈전리 585,연중 무휴
11890,사림동 70번지,35.2439234,128.6811494,공영,노외,100,무료,경상남도 창원시 의창구 사림동 70,연중 무휴
11891,동읍 용잠리 산26-2,35.2774542,128.6811047,공영,노외,52,무료,경상남도 창원시 의창구 동읍 용잠리 산26-2,연중 무휴
11892,태백고가다리근처,35.158423,128.680968,공영,노외,7,무료,경상남도 창원시 진해구 경화동 1132-1,연중 무휴
11893,화신상가 노외주차장,35.22214,128.6809153,공영,노외,102,유료,경상남도 창원시 성산구 상남동 76-2,연중 무휴
11894,상남동 토월천사거리 공영주차장,35.2170944,128.6808413,공영,노외,36,무료,경상남도 창원시 성산구 상남동 502-1,연중 무휴
11895,중부시장 공영주차장,35.156614,128.680812,공영,노외,24,무료,경상남도 창원시 진해구 경화동 1163-6,연중 무휴
11896,용지동 산 21-16임,35.2347855,128.6807771,공영,노외,36,무료,경상남도 창원시 의창구 용지동 산21-16,연중 무휴
11897,용지호수 앞,35.2306415,128.6806847,공영,노상,90,유료,경상남도 창원시 의창구 용호동 73-1,연중 무휴
11898,용호동 73-41,35.2282242,128.6806215,공영,노외,23,무료,경상남도 창원시 의창구 용호동 73-41,연중 무휴
11899,상남 제2 노외주차장,35.2193477,128.6805503,공영,노외,37,유료,경상남도 창원시 성산구 상남동 30-2,연중 무휴
11900,태백동공영주차장,35.159253,128.680473,공영,노외,31,무료,경상남도 창원시 진해구 경화동 1132-7,연중 무휴
11901,용호상가,35.2289974,128.6804009,공영,노상,123,유료,경상남도 창원시 의창구 용호동 73,연중 무휴
11902,배정 빌딩,35.2284579,128.680366,민영,노외,14,유료,경상남도 창원시 의창구 용호동 73-47,연중 무휴
11903,남면로 노상주차장,35.2055518,128.6803572,공영,노상,330,무료,경상남도 창원시 성산구 가음정동 390,연중 무휴
11904,사림동 110-16,35.2482449,128.6801576,공영,노외,10,무료,경상남도 창원시 의창구 사림동 110-16,연중 무휴
11905,성암빌딩,35.2282404,128.6801345,민영,노외,11,유료,경상남도 창원시 의창구 용호동 73-45,연중 무휴
11906,중초공영주차장,35.15675,128.679848,공영,노외,21,무료,경상남도 창원시 진해구 경화동 1148-21,연중 무휴
11907,대산면 갈전리 888-3번지,35.3665248,128.6798436,공영,노외,95,무료,경상남도 창원시 의창구 대산면 갈전리 888-3,연중 무휴
11908,용호기계식 주차장,35.2296749,128.6798245,공영,노외,71,유료,경상남도 창원시 의창구 용호동 73-13,연중 무휴
11909,시외버스터미널 2주차장,36.5743282,128.6794783,공영,노외,110,무료,경상북도 안동시 송현동 611-3,연중 무휴
11910,정우상가유료주차장,35.2284326,128.6794723,민영,노외,20,유료,경상남도 창원시 의창구 용호동 73-62,연중 무휴
11911,사림동 113-1번지,35.2474122,128.6793828,공영,노외,9,무료,경상남도 창원시 의창구 사림동 113-1,연중 무휴
11912,중앙동 88-5 임시 공영주차장,35.2266715,128.6792954,공영,노외,7,무료,경상남도 창원시 성산구 중앙동 88-5,연중 무휴
11913,중초복개천공영주차장,35.155787,128.679256,공영,노외,80,무료,경상남도 창원시 진해구 경화동 1452,연중 무휴
11914,한서병원 앞 노외주차장,35.2277259,128.6791812,공영,노외,30,유료,경상남도 창원시 성산구 중앙동 517-3,연중 무휴
11915,중앙동 86-6 임시 공영주차장,35.2262184,128.6789116,공영,노외,7,무료,경상남도 창원시 성산구 중앙동 86-6,연중 무휴
11916,녹전중학교 교문 옆,37.14379998,128.67867,공영,노상,4,무료,강원도 영월군 중동면 녹전리 795-2,연중 무휴
11917,태백임시주차장옆,35.157937,128.678633,공영,노외,13,무료,"""경상남도 창원시 진해구 경화동 1142-20,33,42""",연중 무휴
11918,경창상가 노외주차장,35.2206747,128.6784469,공영,노외,82,유료,경상남도 창원시 성산구 상남동 74-5,연중 무휴
11919,미대동 공영주차장,35.952767,128.678377,공영,노외,22,무료,대구광역시 동구 미대동 514,연중 무휴
11920,미대동 공영주차장,35.952767,128.678377,공영,노외,22,무료,대구광역시 동구 미대동 514,연중 무휴
11921,중앙동 삼각지 공영주차장,35.2253121,128.678179,공영,노외,15,무료,경상남도 창원시 성산구 중앙동 67-21,연중 무휴
11922,태백동공영주차장(진양아파트옆),35.155019,128.678055,공영,노외,19,무료,경상남도 창원시 진해구 경화동 1172-13,연중 무휴
11923,중앙동 82-1 임시 공영주차장,35.2255724,128.6775868,공영,노외,7,무료,경상남도 창원시 성산구 중앙동 82-1,연중 무휴
11924,중앙동 68  임시 공영주차장,35.2253507,128.6775608,공영,노외,10,무료,경상남도 창원시 성산구 중앙동 68,연중 무휴
11925,중앙동 66-1 임시공영주차장,35.2253688,128.6772402,공영,노외,18,무료,경상남도 창원시 성산구 중앙동 66-1,연중 무휴
11926,동읍 신방리 653-2번지,35.2876144,128.6772392,공영,노외,35,무료,경상남도 창원시 의창구 동읍 신방리 653-2,연중 무휴
11927,"""신한, 외한은행 노상주차장""",35.2184983,128.6772238,공영,노상,38,유료,경상남도 창원시 성산구 상남동 501-4,연중 무휴
11928,반야월 공영주차장,35.952505,128.677094,공영,노외,72,무료,대구광역시 동구 신기동 174,연중 무휴
11929,태백동공영주차장,35.157147,128.677068,공영,노외,5,무료,경상남도 창원시 진해구 경화동 1141-19,연중 무휴
11930,중앙입체주차장,35.2290185,128.6769355,공영,노외,200,유료,경상남도 창원시 성산구 중앙동 4-9,연중 무휴
11931,중앙삼각지주차장,35.2282727,128.6766634,공영,노외,25,유료,경상남도 창원시 성산구 중앙동 72-2,연중 무휴
11932,외동반림로 노상주차장,35.2238867,128.6763198,공영,노상,10,무료,경상남도 창원시 성산구 중앙동 507-7,연중 무휴
11933,충혼로 72번길 노상주차장,35.2238867,128.6763198,공영,노상,160,무료,경상남도 창원시 성산구 중앙동 506-1,연중 무휴
11934,중앙동 82-5 임시 공영주차장,35.2238867,128.6763198,공영,노외,72,무료,경상남도 창원시 성산구 중앙동 119,연중 무휴
11935,태백7통공영주차장,35.15705,128.676222,공영,노외,10,무료,경상남도 창원시 진해구 경화동 1139-5,연중 무휴
11936,태백로공영주차장,35.155011,128.676166,공영,노외,13,무료,"""경상남도 창원시 진해구 경화동 1170-4,5""",연중 무휴
11937,성산패총로(성산패총입구) 노상주차장,35.2081174,128.675991,공영,노상,86,무료,경상남도 창원시 성산구 외동 854,연중 무휴
11938,중앙동 6-8 임시 공영주차장,35.2296191,128.6754255,공영,노외,12,무료,경상남도 창원시 성산구 중앙동 6-8,연중 무휴
11939,중앙체육공원 공영주차장,35.2162837,128.6752612,공영,노외,44,무료,경상남도 창원시 성산구 상남동 68,연중 무휴
11940,태백이발소옆공영주차장,35.155271,128.67504,공영,노외,8,무료,"""경상남도 창원시 진해구 여좌동 836-5, 여좌927-32일부""",연중 무휴
11941,안민고갯길공영주차장(격리병사),35.158743,128.674991,공영,노외,32,무료,경상남도 창원시 진해구 태백동 4-24,연중 무휴
11942,중앙동 27-6 임시 공영주차장,35.2271285,128.6747908,공영,노외,7,무료,경상남도 창원시 성산구 중앙동 27-6,연중 무휴
11943,"""중앙동 3-2,3 임시 공영주차장""",35.2302681,128.6747805,공영,노외,20,무료,경상남도 창원시 성산구 중앙동 3-2,연중 무휴
11944,시외버스터미널 1주차장,36.5753388,128.6746618,공영,노외,121,무료,경상북도 안동시 송현동 648,연중 무휴
11945,태백공영주차장(중앙초교입구),35.154808,128.67455,공영,노외,7,무료,경상남도 창원시 진해구 여좌동 836-13,연중 무휴
11946,성광교회옆공영주차장,35.154983,128.674384,공영,노외,16,무료,"""경상남도 창원시 진해구 여좌동 833-1~3, 여좌835-8""",연중 무휴
11947,외환들공영주차장,35.82702838,128.674339,공영,노외,643,무료,대구광역시 수성구 삼덕동 360-4,연중 무휴
11948,중앙동 16-4 임시 공영주차장,35.2290248,128.6741825,공영,노외,12,무료,경상남도 창원시 성산구 중앙동 16-4,연중 무휴
11949,퇴촌동 1006번지,35.2439475,128.6741567,공영,노외,67,무료,경상남도 창원시 의창구 퇴촌동 1006,연중 무휴
11950,동읍 덕산리 317-2번지,35.2730083,128.6741443,공영,노외,9,무료,경상남도 창원시 의창구 동읍 덕산리 317-2,연중 무휴
11951,성산패총로(한화테크 옆) 노상주차장,35.2006335,128.6741169,공영,노상,106,무료,경상남도 창원시 성산구 성산동 518,연중 무휴
11952,공단로 473번길 노상주차장,35.2006335,128.6741169,공영,노상,187,무료,경상남도 창원시 성산구 성산동 518,연중 무휴
11953,공단로 474번길 노상주차장,35.2006335,128.6741169,공영,노상,53,무료,경상남도 창원시 성산구 성산동 518,연중 무휴
11954,중앙동 102-3  차량 견인보관소,35.219253,128.6739611,공영,노외,64,무료,경상남도 창원시 성산구 중앙동 102-3,연중 무휴
11955,태백동고가다리아래,35.158339,128.673811,공영,노외,58,무료,"""경상남도 창원시 진해구 태백동 4-100, 4-154""",연중 무휴
11956,외환들공영주차장,35.8287306,128.6737235,공영,노외,643,무료,대구광역시 수성구 삼덕동 377,연중 무휴
11957,외환들공영주차장,35.8287306,128.6737235,공영,노외,643,무료,대구광역시 수성구 삼덕동 377,연중 무휴
11958,태백동 임시공영주차장,35.156974,128.673656,공영,노외,27,무료,경상남도 창원시 진해구 태백동 3-2,연중 무휴
11959,태백동스포츠파크,35.15917,128.673633,공영,노외,20,무료,경상남도 창원시 진해구 태백동 4-41,연중 무휴
11960,역전 구. 보건소 앞,37.38418059,128.6736193,공영,노상,20,무료,강원도 정선군 정선읍 애산리 432-2024,연중 무휴
11961,역전 구. 보건소 앞,37.38418059,128.6736193,공영,노상,20,무료,강원도 정선군 정선읍 애산리 432-2024,연중 무휴
11962,봉곡동 158-6번지,35.2472429,128.6736081,공영,노외,13,무료,경상남도 창원시 의창구 봉곡동 158-6,연중 무휴
11963,속천해안로공영주차장,35.146487,128.673585,공영,노외,91,무료,경상남도 창원시 진해구 제황산동 24-65,연중 무휴
11964,중앙동 2-6 임시 공영주차장,35.2309725,128.6735768,공영,노외,10,무료,경상남도 창원시 성산구 중앙동 2-6,연중 무휴
11965,외동반림동 74번길 노상주차장,35.2264061,128.6735523,공영,노상,86,무료,경상남도 창원시 성산구 중앙동 31-15,연중 무휴
11966,중앙동주민센터옆 공영주차장,35.2212401,128.6734019,공영,노외,8,무료,경상남도 창원시 성산구 중앙동 150-2,연중 무휴
11967,설령약수터,37.14961205,128.6733825,공영,노외,5,무료,강원도 영월군 중동면 이목리 산 180-2번지 237㎡,연중 무휴
11968,중앙동 153-1 공영주차장,35.220768,128.673364,공영,노외,15,무료,경상남도 창원시 성산구 중앙동 153-1,연중 무휴
11969,중앙동 155-6 임시 공영주차장,35.2197916,128.673223,공영,노외,12,무료,경상남도 창원시 성산구 중앙동 155-6,연중 무휴
11970,태백동공영주차장,35.154662,128.673145,공영,노외,7,무료,경상남도 창원시 진해구 여좌동 828-2,연중 무휴
11971,반송공원 공영 주차장,35.2368446,128.6728684,공영,노외,231,무료,경상남도 창원시 성산구 반림동 6-1,연중 무휴
11972,중앙동 156-1 공영주차장,35.2199284,128.6724596,공영,노외,6,무료,경상남도 창원시 성산구 중앙동 156-1,연중 무휴
11973,역전 국민체육센터 옆,37.38503701,128.6721797,공영,노외,50,무료,강원도 정선군 정선읍 애산리 432-442,연중 무휴
11974,역전 국민체육센터 옆,37.38503701,128.6721797,공영,노외,50,무료,강원도 정선군 정선읍 애산리 432-442,연중 무휴
11975,중앙동 157-1 공영주차장,35.219728,128.6718626,공영,노외,5,무료,경상남도 창원시 성산구 중앙동 157-1,연중 무휴
11976,정선역 앞,37.38793894,128.6710925,공영,노상,29,무료,강원도 정선군 정선읍 애산리 415-16,연중 무휴
11977,정선역 앞,37.38793894,128.6710925,공영,노상,29,무료,강원도 정선군 정선읍 애산리 415-16,연중 무휴
11978,충무동공영주차장,35.153064,128.671087,공영,노외,6,무료,경상남도 창원시 진해구 충무동 30-5,연중 무휴
11979,태백동금화아파트입구,35.156308,128.671049,공영,노외,50,무료,"""경상남도 창원시 진해구 여좌동 925-55,62,64,65,68,69,70,113,115,118""",연중 무휴
11980,창원천로 노상주차장,35.2450748,128.6710157,공영,노상,76,무료,경상남도 창원시 성산구 반지동 512-4,연중 무휴
11981,봉곡주차장,35.2473175,128.6707026,공영,노외,98,유료,경상남도 창원시 의창구 봉곡동 138-1,연중 무휴
11982,태평동공영주차장(안곡길),35.142146,128.670681,공영,노외,13,무료,"""경상남도 창원시 진해구 대죽동 15-64,276,277""",연중 무휴
11983,애산리 제재소 앞,37.38932953,128.670613,공영,노상,47,무료,강원도 정선군 정선읍 애산리 415-103,연중 무휴
11984,애산리 제재소 앞,37.38932953,128.670613,공영,노상,47,무료,강원도 정선군 정선읍 애산리 415-103,연중 무휴
11985,반지동 대동그린코아앞 임시 공영주차장,35.2452746,128.67058,공영,노외,105,무료,경상남도 창원시 성산구 반지동 512-5,연중 무휴
11986,반송치안 센터옆 공영주차장,35.2350281,128.670466,공영,노외,29,유료,경상남도 창원시 성산구 반림동 23,연중 무휴
11987,태평동공영주차장,35.142793,128.67039,공영,노외,16,무료,"""경상남도 창원시 진해구 대죽동 15-4,122""",연중 무휴
11988,반송동 주민센터옆 공영주차장,35.2357932,128.6701811,공영,노외,26,유료,경상남도 창원시 성산구 반림동 13,연중 무휴
11989,청금길 노상주차장,35.2351716,128.6701024,공영,노상,34,유료,경상남도 창원시 성산구 반림동 501-3,연중 무휴
11990,함백우체국 앞 공영주차장,37.21479308,128.669617,공영,노외,14,무료,강원도 정선군 신동읍 조동리 199-21,연중 무휴
11991,함백우체국 앞 공영주차장,37.21479308,128.669617,공영,노외,14,무료,강원도 정선군 신동읍 조동리 199-21,연중 무휴
11992,내동상가 옆 노상주차장,35.2175739,128.669536,공영,노상,34,유료,경상남도 창원시 성산구 내동 456-2,연중 무휴
11993,태백15통공영주차장 (도로),35.15583,128.669482,공영,노외,20,무료,"""경상남도 창원시 진해구 여좌동 853-6,876-10,859-5,855-8,855-7,857-5""",연중 무휴
11994,녹송공원 주차장,37.38267108,128.6692549,공영,노외,146,무료,강원도 정선군 정선읍 봉양리 33-5,연중 무휴
11995,녹송공원 주차장,37.38267108,128.6692549,공영,노외,146,무료,강원도 정선군 정선읍 봉양리 33-5,연중 무휴
11996,내동파출소 옆 노외주차장,35.2175886,128.6691626,공영,노외,44,유료,경상남도 창원시 성산구 내동 456-23,연중 무휴
11997,충무동공영주차장(복음병원),35.153535,128.669072,공영,노외,7,무료,경상남도 창원시 진해구 충무동 28-13,연중 무휴
11998,조동4리 공영주차장,37.21488359,128.6685646,공영,노외,25,무료,강원도 정선군 신동읍 조동리 203,연중 무휴
11999,조동4리 공영주차장,37.21488359,128.6685646,공영,노외,25,무료,강원도 정선군 신동읍 조동리 203,연중 무휴
12000,동백골목근처(해병전우회사무실근처),35.151244,128.66843,공영,노외,3,무료,경상남도 창원시 진해구 인사동 9-6,연중 무휴
12001,구룡동 입구 공영주차장,37.21150073,128.6677196,공영,노외,57,무료,강원도 정선군 신동읍 조동리 275-2,연중 무휴
12002,구룡동 입구 공영주차장,37.21150073,128.6677196,공영,노외,57,무료,강원도 정선군 신동읍 조동리 275-2,연중 무휴
12003,연덕로 184번길 노상주차장,35.2183166,128.6675913,공영,노상,32,무료,경상남도 창원시 성산구 내동 456-10,연중 무휴
12004,내동공원 공영 주차장,35.2218452,128.667328,공영,노외,19,무료,경상남도 창원시 성산구 내동 380-6,연중 무휴
12005,반림동 럭키아파트뒤 공영주차장,35.2407066,128.6672704,공영,노외,95,무료,경상남도 창원시 성산구 반송동 266,연중 무휴
12006,까치아파트옆 노상주차장,35.2448623,128.6670638,공영,노상,78,무료,경상남도 창원시 성산구 반지동 512-7,연중 무휴
12007,수자원공사옆 공영주차장,35.2432302,128.667001,공영,노외,30,무료,경상남도 창원시 성산구 반송동 599-21,연중 무휴
12008,동백골목공영주차장,35.152934,128.666583,공영,노외,11,무료,경상남도 창원시 진해구 충무동 25-53,연중 무휴
12009,여좌공영주차장(진해중근처),35.16113,128.666462,공영,노외,10,무료,경상남도 창원시 진해구 태백동 24-4,연중 무휴
12010,충무동공영주차장,35.151653,128.666251,공영,노외,41,유료,경상남도 창원시 진해구 인사동 2-1,연중 무휴
12011,충무동공영주차장 옆,35.15109,128.666012,공영,노외,1,무료,경상남도 창원시 진해구 인사동1-23,연중 무휴
12012,충무동공영주차장 옆,35.151356,128.665918,공영,노외,3,무료,경상남도 창원시 진해구 인사동 1-7,연중 무휴
12013,정선향교 앞 공영주차장,37.38185359,128.665895,공영,노외,19,무료,강원도 정선군 정선읍 봉양리 381-3,연중 무휴
12014,정선향교 앞 공영주차장,37.38185359,128.665895,공영,노외,19,무료,강원도 정선군 정선읍 봉양리 381-3,연중 무휴
12015,공설운동장 주변 주차장,37.3780228,128.6656431,공영,노외,200,무료,강원도 정선군 정선읍 봉양리 114-1,연중 무휴
12016,공설운동장 주변 주차장,37.3780228,128.6656431,공영,노외,200,무료,강원도 정선군 정선읍 봉양리 114-1,연중 무휴
12017,반지동 44-6 임시 공영주차장,35.2422908,128.6655583,공영,노외,7,무료,경상남도 창원시 성산구 반지동 44-6,연중 무휴
12018,반지동 44-3 임시 공영주차장,35.2426905,128.6654836,공영,노외,7,무료,경상남도 창원시 성산구 반지동 44-3,연중 무휴
12019,바가지샘공영주차장,35.1603504,128.6654163,공영,노외,15,무료,경상남도 창원시 진해구 태백동 12-11,연중 무휴
12020,여좌복개천공영주차장(해군사령부근처),35.1534993,128.6653229,공영,노외,100,무료,경상남도 창원시 진해구 여좌동 926-5,연중 무휴
12021,중앙시장 공영주차장(추가신설),35.152264,128.6652,공영,노외,52,무료,경상남도 창원시 진해구 대흥동 29-4,연중 무휴
12022,여좌공영주차장(침례교회근처),35.15638,128.664827,공영,노외,9,무료,경상남도 창원시 진해구 여좌동 761-71,연중 무휴
12023,여좌5통공영주차장,35.158878,128.66475,공영,노외,16,무료,경상남도 창원시 진해구 여좌동 113-9외,연중 무휴
12024,중앙시장공영주차장,35.15255,128.664716,공영,노외,84,무료,경상남도 창원시 진해구 송학동 52-48,연중 무휴
12025,반지동 52-10 임시 공영주차장,35.2413861,128.6646818,공영,노외,8,무료,경상남도 창원시 성산구 반지동 52-10,연중 무휴
