parkinglot_id,parkinglot_name,latitude,longitude,parkinglot_div,parkinglot_type,parkinglot_num,parkinglot_cost,parkinglot_add,parkinglot_time
10101,봉평신라비 홍보관 공영주차장,37.0437011,129.4093438,공영,노외,104,무료,경상북도 울진군 죽변면 봉평리 47,연중 무휴
10102,방어동(1009-9),35.4816746,129.4085415,공영,노외,8,무료,울산광역시 동구 방어동 1009-9,연중 무휴
10103,방어동(1009-6),35.4821524,129.4083465,공영,노외,50,무료,울산광역시 동구 방어동 1009-6,연중 무휴
10104,연호공원 공영주차장,36.9946536,129.4065593,공영,노외,119,무료,경상북도 울진군 울진읍 연지리 793,연중 무휴
10105,2호관사앞  공영주차장,36.9971904,129.4030048,공영,노외,40,무료,경상북도 울진군 울진읍 읍내리 581-2,연중 무휴
10106,울진시장 공영주차장,36.9919188,129.4022819,공영,노외,151,무료,경상북도 울진군 울진읍 읍내리 53-24,연중 무휴
10107,엑스포공원 공영주차장,36.9686863,129.4010841,공영,노외,42,무료,경상북도 울진군 근남면 수산리 346,연중 무휴
10108,구문화원 공영주차장,36.9922476,129.4001,공영,노외,43,무료,경상북도 울진군 울진읍 읍내리 77-2,연중 무휴
10109,신성슈퍼앞(성심한의원) 공영주차장,36.9903444,129.3992361,공영,노상,50,무료,경상북도 울진군 울진읍 읍내리 135-5,연중 무휴
10110,남대천변 공영주차장,36.992689,129.399028,공영,노외,정보 없음,무료,경상북도 울진군 울진읍읍내리 450,연중 무휴
10111,울진항교앞 공영주차장,36.99455,129.3985057,공영,노상,30,무료,경상북도 울진군 울진읍 읍내리 653-1,연중 무휴
10112,근남농협앞 공영주차장,36.9639371,129.3984022,공영,노외,11,무료,경상북도 울진군 근남면 노음리 322-38,연중 무휴
10113,근남농협 왕피천변 공영주차장,36.9639371,129.3984022,공영,노외,70,무료,경상북도 울진군 근남면 노음리 322-38,연중 무휴
10114,울진등기소 앞 공영주차장,36.9892551,129.3966144,공영,노외,100,무료,경상북도 울진군 울진읍 읍내리406-2,연중 무휴
10115,염포마을공동,35.5362615,129.392919,공영,노외,50,유료,울산광역시 북구 염포동 307-3,연중 무휴
10116,현대자동차사택,35.5416113,129.39213,공영,노외,23,무료,울산광역시 북구 양정동 772-1,연중 무휴
10117,염포신전 노상,35.5356331,129.39053,공영,노상,23,유료,울산광역시 북구 염포동 195-1,연중 무휴
10118,강구공영주차장,36.3597209,129.3874371,공영,노상,189,유료,경상북도 영덕군 강구면 강구리363-22,연중 무휴
10119,양정복개천 노상,35.5472203,129.384623,공영,노상,70,유료,울산광역시 북구 양정동 776-33,연중 무휴
10120,박물관부설,35.50376,129.381675,공영,부설,230,유료,울산광역시 남구 매암동 139-29,연중 무휴
10121,민물고기연구센터 공영주차장,36.9665543,129.3809885,공영,노외,80,무료,경상북도 울진군 근남면 행곡리 228,연중 무휴
10122,성류굴 민영주차장,36.953439,129.380596,민영,노외,200,유료,경상북도 울진군 근남면 구산리 397-1,연중 무휴
10123,임광아파트 공영주차장,36.9559366,129.3791041,공영,노상,12,무료,경상북도 울진군 후포면 삼율리53-57,연중 무휴
10124,성류굴 공영주차장,36.9559366,129.3791041,공영,노외,285,무료,경상북도 울진군 근남면 구산리 404-4,연중 무휴
10125,영일대,36.0558574,129.3779474,공영,노상,185,유료,경상북도 포항시 북구 두호동,"일요일,공휴일 휴무"
10126,모듈화산업단지제2,35.5710394,129.376175,공영,노외,145,무료,울산광역시 북구 효문동 986,연중 무휴
10127,성류굴종합운동장 공영주차장,36.9582779,129.3748349,공영,노외,563,무료,경상북도 울진군 근남면 수곡리 62,연중 무휴
10128,모듈화산업단지제1,35.5797445,129.373377,공영,노외,80,무료,울산광역시 북구 연암동 1372,연중 무휴
10129,북면사무소(광장) 공영주차장,37.1048653,129.3730896,공영,노외,25,무료,경상북도 울진군 북면 부구리 175,연중 무휴
10130,흥부시장 공영주차장,37.1048653,129.3730896,공영,노외,42,무료,경상북도 울진군 북면 부구리 175,연중 무휴
10131,부구천변  공영주차장,37.1048653,129.3730896,공영,노외,20,무료,경상북도 울진군 북면 부구리 175,연중 무휴
10132,화동,35.5911679,129.373008,공영,노외,95,무료,울산광역시 북구 화봉동 365,연중 무휴
10133,송도삼일,36.033933,129.373006,공영,노외,74,유료,경상북도 포항시 남구 송도동,월요일 휴무
10134,울진원자력전시관 민영주차장,37.0972856,129.3715575,민영,노외,300,무료,경상북도 울진군 북면 부구리 1,연중 무휴
10135,효문노상,35.5894989,129.371282,공영,노상,141,무료,울산광역시 북구 화봉동 961-3,연중 무휴
10136,큰동해 시장,36.0262006,129.371077,공영,노외,17,유료,경상북도 포항시 남구 해도동,"주말,공휴일 휴무"
10137,효죽이면,35.5652387,129.371041,공영,노상,15,무료,울산광역시 북구 효문동 958-16,연중 무휴
10138,21세기학원 뒤 노상,35.5877235,129.370843,공영,노상,38,무료,울산광역시 북구 연암동 1092-4,연중 무휴
10139,나곡해수욕장 공영주차장,37.126378,129.3703728,공영,노외,46,무료,경상북도 울진군 북면 나곡리 707,연중 무휴
10140,시내노상,36.035458,129.369863,공영,노상,292,유료,경상북도 포항시 북구 덕수동 55-3,"일요일,공휴일 휴무"
10141,어시장 노상,36.035458,129.369863,공영,노상,19,유료,경상북도 포항시 북구 죽도동,"월요일,공휴일 휴무"
10142,칠성천,36.035458,129.369863,공영,노상,128,유료,경상북도 포항시 북구 죽도동,연중 무휴
10143,동빈부두,36.035458,129.369863,공영,노외,55,유료,경상북도 포항시 북구 죽도동,월요일 휴무
10144,북부시장,36.035458,129.369863,공영,노상,17,유료,경상북도 포항시 북구 죽도동,"주말,공휴일 휴무"
10145,오거리,36.035458,129.369863,공영,노외,171,유료,경상북도 포항시 북구 죽도동,연중 무휴
10146,죽도어시장,36.035458,129.369863,공영,노외,169,유료,경상북도 포항시 북구 죽도동,연중 무휴
10147,화봉동 1460-4,35.5908609,129.369381,공영,노외,8,무료,울산광역시 북구 화봉동 1460-4,연중 무휴
10148,효성학원 뒤,35.583628,129.369256,공영,노상,15,무료,울산광역시 북구 연암동 1095-6,연중 무휴
10149,매곡3산업단지(3),35.6418059,129.368897,공영,노외,16,무료,울산광역시 북구 매곡동 887-4,연중 무휴
10150,연암,35.584028,129.368617,공영,노외,8,무료,울산광역시 북구 연암동 322-2,연중 무휴
10151,대해시장,36.0188005,129.3685749,공영,노외,21,유료,경상북도 포항시 남구 해도동,"주말,공휴일 휴무"
10152,홍길동숯불갈비,35.5811191,129.368542,공영,노상,27,무료,울산광역시 북구 연암동 1093-8,연중 무휴
10153,울산아파트형공장,35.5672712,129.368487,공영,노외,46,무료,울산광역시 북구 효문동 818,연중 무휴
10154,화봉,35.5885756,129.367835,공영,노외,25,무료,울산광역시 북구 화봉동 450-1,연중 무휴
10155,매곡3산업단지(1),35.6393132,129.367819,공영,노외,109,무료,울산광역시 북구 매곡동 884-5,연중 무휴
10156,상방공원 이면,35.5839816,129.367766,공영,노상,63,무료,울산광역시 북구 연암동 1095-8,연중 무휴
10157,상방마을이면,35.5839816,129.367766,공영,노상,4,무료,울산광역시 북구 연암동 1095-8,연중 무휴
10158,매곡3산업단지(2),35.6382108,129.367521,공영,노외,34,무료,울산광역시 북구 매곡동 885-7,연중 무휴
10159,화봉 노상,35.5879444,129.367397,공영,노상,18,유료,울산광역시 북구 연암동 363-6,연중 무휴
10160,연암노상,35.5886125,129.367329,공영,노상,17,유료,울산광역시 북구 화봉동 449-6,연중 무휴
10161,벽산반점 앞,35.584014,129.366576,공영,노상,33,무료,울산광역시 북구 연암동 376-5,연중 무휴
10162,상방,35.582171,129.365904,공영,노외,6,무료,울산광역시 북구 연암동 435-4,연중 무휴
10163,영덕군청주차장,36.4150343,129.365267,공영,부설,307,무료,경상북도 영덕군 영덕읍 남석리310-3,연중 무휴
10164,매곡2산업단지,35.6512136,129.364726,공영,노외,27,무료,울산광역시 북구 매곡동 875-3,연중 무휴
10165,성원아파트 이면,35.5867022,129.364581,공영,노상,23,무료,울산광역시 북구 연암동 1097-2,연중 무휴
10166,벽산아파트 이면,35.5850901,129.364545,공영,노상,34,무료,울산광역시 북구 연암동 1097-5,연중 무휴
10167,상방복개천 노상,35.5815839,129.364144,공영,노상,78,유료,울산광역시 북구 연암동 417-4,연중 무휴
10168,매곡1산업단지,35.6474797,129.363534,공영,노외,141,무료,울산광역시 북구 매곡동 349-4,연중 무휴
10169,화봉동422-1,35.5928172,129.361981,공영,노외,6,무료,울산광역시 북구 화봉동 422-1,연중 무휴
10170,대도,36.0150538,129.3611681,공영,노외,37,유료,경상북도 포항시 남구 대도동,"주말,공휴일 휴무"
10171,화봉토속정 노상,35.5867034,129.360842,공영,노상,15,무료,울산광역시 북구 화봉동 957-11,연중 무휴
10172,일취월장학원 노상,35.5907146,129.360761,공영,노상,21,무료,울산광역시 북구 화봉동 957-5,연중 무휴
10173,동울산세무소 이면,35.5867437,129.359707,공영,노상,20,무료,울산광역시 북구 화봉동 957-10,연중 무휴
10174,남사고유적지 공영주차장,36.9565476,129.3595101,공영,노외,75,무료,경상북도 울진군 근남면 수곡리 387-2,연중 무휴
10175,호계동 375,35.627358,129.357633,공영,노외,8,무료,울산광역시 북구 호계동 375,연중 무휴
10176,창평공영주차장,35.6207092,129.357129,공영,노외,90,무료,울산광역시 북구 창평동 1052-1,연중 무휴
10177,상도,36.0140346,129.3569611,공영,노외,20,유료,경상북도 포항시 남구 상도동,"주말,공휴일 휴무"
10178,호계동 676-8,35.6241969,129.356635,공영,노외,5,무료,울산광역시 북구 호계동 676-8,연중 무휴
10179,중산산업단지1,35.6547274,129.356461,공영,노외,30,무료,울산광역시 북구 중산동 1253-4,연중 무휴
10180,번영교밑,35.54474,129.356432,공영,노외,71,무료,울산광역시 남구 삼산동 34-1,연중 무휴
10181,호계동 719-3,35.6260802,129.355708,공영,노외,16,무료,울산광역시 북구 호계동 719-3,연중 무휴
10182,호계동 283-6,35.6286332,129.355551,공영,노외,6,무료,울산광역시 북구 호계동 283-6,연중 무휴
10183,호계시장,35.6235514,129.355546,공영,노외,16,무료,울산광역시 북구 호계동 869-1,연중 무휴
10184,호계역1,35.6210785,129.355297,공영,노외,245,무료,울산광역시 북구 호계동 842-2,연중 무휴
10185,중산산업단지2(1),35.6565486,129.355024,공영,노외,30,무료,울산광역시 북구 중산동 1270-3,연중 무휴
10186,매곡푸르지오,35.645855,129.354015,공영,노외,14,무료,울산광역시 북구 매곡동 844,연중 무휴
10187,호계역3,35.6253331,129.352442,공영,노외,42,무료,울산광역시 북구 호계동 743-2,연중 무휴
10188,신천동 331,35.6319438,129.352128,공영,노외,15,무료,울산광역시 북구 신천동 331,연중 무휴
10189,중산산업단지2(2),35.6615249,129.352123,공영,노외,40,무료,울산광역시 북구 중산동 1266-4,연중 무휴
10190,중산산업단지2(3),35.6636909,129.351943,공영,노외,40,무료,울산광역시 북구 중산동 1263-5,연중 무휴
10191,호계역2,35.625057,129.351816,공영,노외,34,무료,울산광역시 북구 호계동 775-6,연중 무휴
10192,신천공영주차장,35.6303441,129.349609,공영,노외,55,무료,울산광역시 북구 신천동 344-5,연중 무휴
10193,남외,35.56962291,129.3484847,공영,노외,49,무료,,연중 무휴
10194,산삼2,35.53937,129.345858,공영,노외,167,유료,울산광역시 남구 삼산동 1627-3,"주말,공휴일 휴무"
10195,백암상가앞 공영주차장,36.7241124,129.3453929,공영,노외,94,무료,경상북도 울진군 온정면 소태리 820,연중 무휴
10196,병영막창거리,35.56956648,129.3437938,공영,노외,19,유료,,연중 무휴
10197,진하해수욕장노상,35.38476941,129.3434023,공영,노상,125,무료,울산광역시 울주군 서생면 진하리 315 노변,연중 무휴
10198,포항시청 부설주차장,36.0190333,129.3433898,공영,노외,692,유료,경상북도 포항시 남구 대잠동 1001,연중 무휴
10199,공구상가앞,35.53682,129.342917,공영,노상,60,유료,울산광역시 남구 삼산동 1591-4,"주말,공휴일 휴무"
10200,공구월드상가옆,35.53682,129.342831,공영,노외,80,유료,울산광역시 남구 삼산동 1951-3,"주말,공휴일 휴무"
10201,백암상가앞 공영주차장,36.7224366,129.3424725,공영,노상,36,무료,경상북도 울진군 온정면 소태리 915-5,연중 무휴
10202,삼산1,35.53769,129.342457,공영,노외,120,유료,울산광역시 남구 삼산동 1622-2,"주말,공휴일 휴무"
10203,약수초등학교,35.6480159,129.342079,공영,노외,22,무료,울산광역시 북구 중산동 1178-37,연중 무휴
10204,포항역,36.0717154,129.3417325,공영,노외,405,유료,경상북도 포항시 북구 흥해읍 이인리,연중 무휴
10205,보람병원앞,35.5434,129.341547,공영,노외,155,유료,울산광역시 남구 삼산동 1554-1,"일요일,공휴일 휴무"
10206,진하,35.38120216,129.3411205,공영,노외,405,무료,울산광역시 울주군 서생면 서생리 150,연중 무휴
10207,약수,35.6496255,129.340856,공영,노외,24,무료,울산광역시 북구 중산동 1104-1,연중 무휴
10208,백암온천 광장  공영주차장,36.7203845,129.3392588,공영,노외,58,무료,경상북도 울진군 온정면 온정리 968-1,연중 무휴
10209,학성공원,35.55583779,129.3374969,공영,노외,24,무료,,연중 무휴
10210,평창현대앞,35.54238,129.336891,공영,노외,240,유료,울산광역시 남구 삼산동 1572,연중 무휴
10211,가산로 주차장,36.112855,129.336488,공영,노외,44,무료,경기도 포천시 가산면 마산리 152-14,연중 무휴
10212,가산로 주차장,36.112855,129.336488,공영,노외,44,무료,경기도 포천시 가산면 마산리 152-14,연중 무휴
10213,희망,35.56968513,129.3341541,공영,노외,89,무료,,연중 무휴
10214,학성새벽시장,35.55702373,129.3335839,공영,노외,40,유료,,연중 무휴
10215,화산,35.43996246,129.3335153,공영,노외,23,무료,울산광역시 울주군 온산읍 화산리 1005-1,연중 무휴
10216,야음동,35.52343,129.333135,공영,노외,103,유료,울산광역시 남구 야음동 388-1,"일요일,공휴일 휴무"
10217,학성새벽시장(노상),35.55573461,129.3322189,공영,노상,40,유료,,연중 무휴
10218,복산2공원,35.56622956,129.3318747,공영,노외,47,유료,,연중 무휴
10219,천곡초교,35.6391349,129.330296,공영,노외,20,무료,울산광역시 북구 천곡동 553-2,연중 무휴
10220,남구청부설,35.54455,129.330158,공영,부설,206,유료,울산광역시 남구 달동 1320-1,연중 무휴
10221,천곡동공영,35.6394455,129.329146,공영,노외,20,무료,울산광역시 북구 천곡동 551-2,연중 무휴
10222,울산시장(학산),35.55576712,129.3286737,공영,노외,14,유료,,연중 무휴
10223,구 외동공영주차장,35.7156902,129.3256124,공영,노외,34,유료,경상북도 경주시 외동읍 입실리 1030-14,연중 무휴
10224,옥교로(번영로하부옆),35.55281679,129.3239266,공영,노상,40,유료,,월요일 휴무
10225,울산병원앞,35.54766,129.323553,공영,노외,102,유료,울산광역시 남구 신정동 34-80,"일요일,공휴일 휴무"
10226,옥교,35.55383497,129.3227122,공영,노외,392,유료,,연중 무휴
10227,강북,35.55217311,129.3225408,공영,노외,127,유료,,연중 무휴
10228,북정공원지하,35.55770584,129.3206583,공영,노외,73,유료,,연중 무휴
10229,성남둔치,35.55244892,129.3198231,공영,노외,545,유료,,연중 무휴
10230,성남,35.55414294,129.3168243,공영,노외,146,유료,,연중 무휴
10231,달천농공단지1,35.6343429,129.315731,공영,노외,35,무료,울산광역시 북구 달천동 212-8,연중 무휴
10232,신정동지하,35.54712,129.315327,공영,노외,139,유료,울산광역시 남구 신정3동 517,주말 휴무
10233,달천농공단지2,35.6387578,129.315274,공영,노외,73,무료,울산광역시 북구 달천동 207-5,연중 무휴
10234,우정2,35.55558716,129.3146297,공영,노외,61,유료,,연중 무휴
10235,신정3동,35.5451,129.313326,공영,노외,42,유료,울산광역시 남구 신정3동 501-10,주말 휴무
10236,우정1,35.55585096,129.3129039,공영,노외,85,유료,,연중 무휴
10237,팔등로,35.54409,129.312708,공영,노상,42,유료,울산광역시 남구 신정동 549,"주말,공휴일 휴무"
10238,덕신공공,35.43003533,129.3108976,공영,노외,179,무료,울산광역시 울주군 온산읍 덕신리 430,연중 무휴
10239,여천천2,35.53187,129.310656,공영,노상,55,유료,울산광역시 남구 신정동 1826,연중 무휴
10240,우정성당뒤,35.56031447,129.3103857,공영,노외,34,무료,,연중 무휴
10241,신정시장앞,35.5424,129.309877,공영,노상,43,유료,울산광역시 남구 신정동 633,"일요일,공휴일 휴무"
10242,회야강 소공원,35.4258723,129.3097702,공영,노외,23,무료,울산광역시 울주군 온산읍 덕신리 342-1,연중 무휴
10243,온산노상,35.43114658,129.3087671,공영,노상,339,무료,울산광역시 울주군 온산읍 덕신리 535-8 노변,연중 무휴
10244,여천천,35.53254,129.30872,공영,노외,40,유료,울산광역시 남구 신정동 1093,연중 무휴
10245,태화시장,35.55614802,129.3085018,공영,노외,23,유료,,연중 무휴
10246,신정1동,35.5423,129.308358,공영,노외,79,유료,울산광역시 남구 신정동 635-6,"일요일,공휴일 휴무"
10247,태화강둔치,35.55135,129.307422,공영,노외,248,유료,울산광역시 남구 신정동 1513,주말 휴무
10248,편백산림욕장2,35.637891,129.305028,공영,노외,100,무료,울산광역시 북구 달천동 892-131,연중 무휴
10249,편백산림욕장1,35.6391442,129.304048,공영,노외,38,무료,울산광역시 북구 달천동 산160-2,연중 무휴
10250,태화둔치5,35.54586787,129.301195,공영,노외,208,무료,,연중 무휴
10251,덕구온천 민영주차장,37.0790479,129.2842515,민영,노외,2200,무료,경상북도 울진군 북면 덕구리 575,연중 무휴
10252,온양운화 군립도서관,35.41291108,129.2761898,공영,노외,28,무료,울산광역시 울주군 온양읍 운화리 232-1,연중 무휴
10253,불영사 민영주차장,36.941005,129.2740616,민영,노외,616,무료,경상북도 울진군 금강송면 하원리 120,연중 무휴
10254,신삼호교,35.55516771,129.2738065,공영,노외,132,무료,,연중 무휴
10255,어은로,35.55162,129.273442,공영,노상,33,유료,울산광역시 남구 무거동 1162-7,"주말,공휴일 휴무"
10256,무거섬들,35.54363,129.261206,공영,노외,47,유료,울산광역시 남구 무거동 629-22,연중 무휴
10257,무거동,35.55213,129.259641,공영,노외,42,유료,울산광역시 남구 무거동 1533-6,"일요일,공휴일 휴무"
10258,대운산 Ⅱ,35.39939263,129.2547896,공영,노외,56,무료,울산광역시 울주군 온양읍 운화리 1328-1,연중 무휴
10259,대운산 Ⅲ,35.39520142,129.2446938,공영,노외,92,무료,울산광역시 울주군 온양읍 운화리 1276-2,연중 무휴
10260,범서제2민원실,35.57116704,129.2440091,공영,노외,24,무료,울산광역시 울주군 범서읍 구영리 216-3,연중 무휴
10261,구영공원,35.5724872,129.2414387,공영,노외,232,유료,울산광역시 울주군 범서읍 구영리 801-1,"주말,공휴일 휴무"
10262,구영노상,35.56998306,129.2396485,공영,노상,111,무료,울산광역시 울주군 범서읍 구영리 800-11,연중 무휴
10263,범서선바위교부근,35.57750693,129.2364521,공영,노외,34,무료,울산광역시 울주군 범서읍 구영리 711-2,연중 무휴
10264,청량영해공영주차장,35.52984151,129.2332584,공영,노외,12,무료,울산광역시 울주군 청량면 율리 879-2,연중 무휴
10265,선바위,35.58437336,129.2331353,공영,노외,66,무료,울산광역시 울주군 범서읍 입암리 1-4,연중 무휴
10266,동천우방아파트 노상주차장,35.8582118,129.2257406,공영,노상,25,유료,경상북도 경주시 동천동 987,연중 무휴
10267,장성동 삼미원옆,37.0982483,129.2256558,공영,노상,27,무료,강원도 태백시 장성동 222-35,연중 무휴
10268,시청 노상주차장,35.8548439,129.2256332,공영,노상,14,유료,경상북도 경주시 동천동 800,연중 무휴
10269,양지마을,35.65594932,129.2215208,공영,노외,31,무료,울산광역시 울주군 두동면 이전리 377-4,연중 무휴
10270,성건동 강변로,35.849611,129.2197717,공영,노상,34,무료,경상북도 경주시 알천남로,연중 무휴
10271,팔우정 노상주차장,35.8416808,129.2174834,공영,노상,27,유료,경상북도 경주시 황오동 145,연중 무휴
10272,동궁과월지 연꽃단지 노상주차장,35.8445213,129.217266,공영,노상,59,유료,경상북도 경주시 인왕동 506,연중 무휴
10273,기장제1공영주차장,35.244244,129.216957,공영,노외,99,유료,부산광역시 기장군 기장읍 동부리 280-9,연중 무휴
10274,기장제1공영주차장,35.2440534,129.2169536,공영,노외,178,유료,부산광역시 기장군 기장읍 동부리280-9,연중 무휴
10275,동부근린공영주차장,35.248528,129.216753,공영,노외,176,유료,부산광역시 기장군 기장읍 동부리 151-8,연중 무휴
10276,원효로 노상주차장,35.8418318,129.2167263,공영,노상,18,유료,경상북도 경주시 노동동 230,연중 무휴
10277,제2공영주차장,35.8421133,129.2167031,공영,노외,94,유료,경상북도 경주시 황오동 118-6,연중 무휴
10278,북정로 노상주차장,35.846782,129.2154608,공영,노상,41,유료,경상북도 경주시 황오동 251-5,연중 무휴
10279,기장 1-3구역노상공영주차장,35.243131,129.215203,공영,노상,126,유료,부산광역시 기장군 기장읍 대라리 64-2,연중 무휴
10280,구 황오동사무소 노상주차장,35.84199,129.2145971,공영,노상,28,유료,경상북도 경주시 황오동 245,연중 무휴
10281,황성 현대아파트 노상주차장,35.8671039,129.2142023,공영,노상,27,유료,경상북도 경주시 용담로92번길,연중 무휴
10282,동문로 노상주차장,35.8489627,129.2140828,공영,노상,24,유료,경상북도 경주시 동문로 14,연중 무휴
10283,"노상주차장(제1,3구역)",35.2429979,129.2139922,공영,노상,138,유료,부산광역시 기장군 기장읍 대라리 418-12,연중 무휴
10284,계림로 노상주차장,35.839426,129.2136937,공영,노상,12,유료,경상북도 경주시 황오동 347-1,연중 무휴
10285,천마총 노상주차장,35.8331333,129.2127044,공영,노상,105,유료,경상북도 경주시 황남동 106,연중 무휴
10286,중앙로 노상주차장,35.8436222,129.2116855,공영,노상,21,유료,경상북도 경주시 노동동 152,연중 무휴
10287,제1공영주차장,35.8440357,129.210369,공영,노외,239,유료,경상북도 경주시 노동동 183,연중 무휴
10288,법원주변 노상주차장,35.8475984,129.2100784,공영,노상,48,유료,경상북도 경주시 서부동 150,연중 무휴
10289,동산병원 노상주차장,35.8475984,129.2100784,공영,노상,48,유료,경상북도 경주시 서부동 221,연중 무휴
10290,태종로 노상주차장,35.8473526,129.2095271,공영,노상,22,유료,경상북도 경주시 황오동 301-1,연중 무휴
10291,웅촌노상,35.46561302,129.2091346,공영,노상,126,무료,울산광역시 울주군 웅촌면 곡천리 319-2 노변,연중 무휴
10292,동성로 노상주차장,35.8434113,129.2088511,공영,노상,78,유료,경상북도 경주시 노동동 202-7,연중 무휴
10293,성건동 경주여고사거리 노상주차장,35.8545087,129.207667,공영,노상,31,무료,경상북도 경주시 금성로412번길,연중 무휴
10294,롯데주차장,35.19480127,129.2065217,민영,노외,10,유료,부산광역시 해운대구 송정동85-16,연중 무휴
10295,화랑로 노상주차장,35.8449674,129.2061541,공영,노상,54,유료,경상북도 경주시 성건동 212-6,연중 무휴
10296,해수주차장,35.18163324,129.2057704,민영,노외,8,유료,"""부산광역시 해운대구 송정동288-7,16,17""",연중 무휴
10297,송정호안도로 A,35.18053174,129.2050953,공영,노상,110,유료,부산광역시 해운대구 송정동 288-44번지 일원,연중 무휴
10298,송정호안도로 B,35.18053174,129.2050953,공영,노상,129,유료,"""부산광역시 해운대구 송정동288-44, 45번지 일원""",연중 무휴
10299,롯데주차장,35.18519657,129.2050633,민영,노외,7,유료,부산광역시 해운대구 송정동188-4,연중 무휴
10300,제타호텔부설주차장,35.18262532,129.2045372,민영,노외,10,유료,부산광역시 해운대구 송정동203-7,연중 무휴
10301,아시아나주차장,35.18336259,129.2042322,민영,노외,18,유료,부산광역시 해운대구 송정동201-19,연중 무휴
10302,하기주차장,35.18310468,129.2033516,민영,노외,8,유료,부산광역시 해운대구 송정동200-12,연중 무휴
10303,시외버스터미널 노상주차장,35.8402951,129.2028864,공영,노상,18,유료,경상북도 경주시 노서동 181,연중 무휴
10304,모범운전자회 노상주차장,35.8402951,129.2028864,공영,노상,18,유료,경상북도 경주시 노서동 181,연중 무휴
10305,수비면,36.7650927,129.2025503,공영,부설,18,무료,경상북도 영양군 수비면 발리리 503-1,연중 무휴
10306,송정주차장,35.18084271,129.2016749,민영,노외,30,유료,"""부산광역시 해운대구 송정동297-58,59,60""",연중 무휴
10307,봉계 Ⅱ,35.7138638,129.1994795,공영,노외,4,무료,울산광역시 울주군 두동면 봉계리 510-21,연중 무휴
10308,해수주차장,35.18569071,129.1991011,민영,노외,11,유료,부산광역시 해운대구 송정동521-1,연중 무휴
10309,해송주차장,35.1813129,129.1982148,민영,노외,7,유료,부산광역시 해운대구 송정동306-2,연중 무휴
10310,봉계 Ⅰ,35.71382445,129.1976886,공영,노외,15,무료,울산광역시 울주군 두동면 봉계리 1274-60,연중 무휴
10311,광어골주차장,35.1785245,129.1971387,민영,노외,14,유료,부산광역시 해운대구 송정동422-15,연중 무휴
10312,세중주차장,35.17372798,129.1966804,민영,노외,8,유료,부산광역시 해운대구 송정동446-5,연중 무휴
10313,송정 광어골,35.17557974,129.1961375,공영,노상,78,유료,부산광역시 해운대구 송정동 462번지 일원,연중 무휴
10314,모닝캄전용주차장,35.17554857,129.1958689,민영,노외,6,유료,"""부산광역시 해운대구 송정동441-18,19""",연중 무휴
10315,청사포 공영,35.16195031,129.1917986,공영,노외,60,무료,부산광역시 해운대구 중동 553번지,연중 무휴
10316,충효동 경주초등학교 노상주차장,35.8432785,129.1849792,공영,노상,82,무료,경상북도 경주시 충효동 3012,연중 무휴
10317,주차장,35.16058294,129.1838876,민영,노외,6,유료,부산광역시 해운대구 중동1480-4,연중 무휴
10318,해월정 달맞이길 공영,35.15768031,129.1825416,공영,노외,56,유료,부산광역시 해운대구 중2동 산42-20번지,연중 무휴
10319,좌2동 노상공영,35.16885943,129.1824629,공영,노상,28,유료,부산광역시 해운대구 좌동 1326번지,연중 무휴
10320,스카이문주차장,35.158655,129.1822604,민영,노외,41,유료,"""부산광역시 해운대구 중2동1489-1, 1487-15""",연중 무휴
10321,충효동 녹지길 노상주차장,35.8431559,129.1822047,공영,노상,229,무료,경상북도 경주시 충효동 2995,연중 무휴
10322,IS프라자 근린상가주차장,35.17430318,129.1818138,민영,노외,297,유료,부산광역시 해운대구 좌4동1431,연중 무휴
10323,동양주차장,35.16829876,129.1787693,민영,노외,23,유료,"""부산광역시 해운대구 좌2동1485-2,3""",연중 무휴
10324,대우1차아파트 앞 환승,35.1676477,129.178493,공영,노외,78,유료,부산광역시 해운대구 좌2동 1486-2번지,연중 무휴
10325,대천주차장,35.16776079,129.1780175,민영,노외,20,유료,부산광역시 해운대구 좌2동1482-4,연중 무휴
10326,신영주차장,35.1687476,129.1778639,민영,노외,14,유료,부산광역시 해운대구 좌2동1481-2,연중 무휴
10327,진영주차장,35.16856015,129.1774638,민영,노외,32,유료,"""부산광역시 해운대구 좌2동1480-2,3""",연중 무휴
10001,저동공영주차장,37.4917467,130.9100445,공영,노외,38,유료,경상북도 울릉군 울릉읍 도동리 299번지,연중 무휴
10002,도동터미널주차장,37.48150953,130.9097407,공영,노외,30,유료,경상북도 울릉군 울릉읍 도동리 23번지,연중 무휴
10003,도동공영주차장,37.48312442,130.9077459,공영,노외,50,유료,경상북도 울릉군 울릉읍 도동리 56번지,연중 무휴
10004,울릉군공영주차장,37.48495307,130.9041891,공영,노외,107,유료,경상북도 울릉군 울릉읍 도동리 252번지,연중 무휴
10005,월송정 민영주차장,36.7438294,129.4687128,민영,노외,20,무료,경상북도 울진군 평해읍 월송리 362-2,연중 무휴
10006,구산해수욕장 공영주차장,36.7533254,129.4674588,공영,노외,152,무료,경상북도 울진군 기성면 구산리 산73,연중 무휴
10007,후포6리 공영주차장,36.6855412,129.464409,공영,노외,30,무료,경상북도 울진군 후포면 후포리 69-15,연중 무휴
10008,후포여객선터미널 공영주차장,36.6787548,129.4615009,공영,노외,124,무료,경상북도 울진군 후포면 후포리 1056,연중 무휴
